pipe_id,age,material,diameter,pressure,soil_type,previous_breaks,location_type,leak_reports,failure_risk
1802,29,Concrete,42,124,Clay,4,Downtown,2,1
1803,80,Copper,38,117,Loam,4,Commercial,0,1
1804,20,Concrete,46,129,Rock,10,Rural,0,2
1805,63,Concrete,45,69,Clay,9,Commercial,0,2
1806,41,PVC,8,108,Loam,1,Rural,7,1
1807,92,PVC,11,49,Rock,9,Industrial,4,2
1808,71,Cast Iron,19,57,Loam,0,Industrial,7,1
1809,89,Cast Iron,30,82,Clay,6,Industrial,12,2
1810,83,Copper,4,97,Clay,3,Industrial,7,2
1811,63,Concrete,34,59,Loam,7,Commercial,13,2
1812,37,Steel,47,47,Sand,4,Downtown,2,1
1813,42,Copper,16,37,Loam,0,Commercial,14,1
1814,56,Concrete,14,91,Clay,0,Rural,5,1
1815,84,PVC,14,141,Loam,8,Rural,9,2
1816,46,Steel,26,109,Sand,5,Downtown,14,2
1817,78,Cast Iron,5,147,Clay,3,Residential,6,2
1818,55,Cast Iron,43,77,Rock,10,Downtown,7,2
1819,76,PVC,6,64,Sand,5,Downtown,8,2
1820,97,Steel,41,76,Sand,6,Downtown,15,2
1821,53,Copper,10,68,Loam,7,Rural,12,2
1822,32,Concrete,4,115,Clay,0,Rural,15,2
1823,43,Steel,21,142,Loam,0,Downtown,10,1
1824,14,Copper,20,131,Loam,0,Industrial,1,0
1825,24,Concrete,28,136,Clay,2,Commercial,15,2
1826,30,Steel,43,64,Loam,3,Industrial,0,1
1827,80,Steel,14,143,Loam,1,Commercial,7,1
1828,86,Steel,22,114,Rock,6,Residential,4,2
1829,73,Concrete,34,149,Loam,2,Residential,5,1
1830,94,Concrete,40,79,Rock,8,Downtown,5,2
1831,65,Cast Iron,36,104,Sand,1,Downtown,6,1
1832,95,Cast Iron,11,116,Sand,10,Commercial,5,2
1833,74,PVC,47,98,Rock,10,Commercial,6,2
1834,68,Cast Iron,21,140,Loam,1,Commercial,3,1
1835,36,Concrete,28,89,Sand,7,Rural,11,2
1836,29,Steel,12,59,Clay,9,Rural,14,2
1837,2,Copper,44,42,Loam,1,Downtown,10,1
1838,30,Copper,11,144,Loam,1,Residential,3,0
1839,68,Steel,13,101,Clay,9,Rural,1,2
1840,68,Concrete,5,144,Clay,5,Residential,1,2
1841,100,Copper,33,104,Rock,5,Commercial,0,1
1842,77,Concrete,34,91,Loam,4,Residential,6,2
1843,11,Cast Iron,45,78,Clay,3,Commercial,15,2
1844,30,PVC,8,52,Loam,0,Downtown,10,1
1845,48,Steel,43,146,Loam,4,Rural,12,2
1846,51,Cast Iron,23,85,Loam,0,Residential,0,0
1847,41,Cast Iron,47,125,Clay,9,Commercial,12,2
1848,99,Copper,28,80,Sand,8,Commercial,4,2
1849,40,Cast Iron,12,134,Clay,10,Commercial,1,2
1850,25,PVC,8,100,Rock,0,Industrial,5,0
1851,21,Steel,41,79,Clay,0,Downtown,15,2
1852,38,Steel,46,115,Clay,1,Rural,5,1
1853,19,Copper,38,57,Sand,5,Industrial,10,2
1854,50,Steel,14,111,Loam,6,Commercial,3,2
1855,70,Concrete,33,21,Rock,2,Residential,0,0
1856,68,Cast Iron,15,110,Sand,7,Downtown,2,2
1857,79,Concrete,34,57,Loam,5,Residential,10,2
1858,6,Copper,25,66,Clay,2,Downtown,10,1
1859,72,Copper,16,31,Sand,3,Commercial,8,1
1860,18,Concrete,35,132,Sand,0,Downtown,4,0
1861,16,Cast Iron,21,116,Sand,5,Rural,4,2
1862,54,Concrete,47,92,Clay,7,Downtown,13,2
1863,51,Copper,43,122,Clay,3,Industrial,5,1
1864,72,PVC,42,118,Clay,0,Downtown,1,1
1865,92,Cast Iron,5,135,Rock,0,Industrial,10,2
1866,9,PVC,10,135,Loam,7,Rural,12,2
1867,36,Copper,47,88,Loam,6,Downtown,0,1
1868,32,PVC,43,72,Rock,0,Residential,4,0
1869,16,Steel,40,47,Sand,1,Industrial,13,1
1870,22,Steel,22,84,Rock,6,Commercial,8,2
1871,67,Cast Iron,31,38,Sand,7,Residential,4,2
1872,4,Steel,36,113,Rock,0,Residential,9,1
1873,53,Copper,31,95,Sand,5,Residential,7,2
1874,40,Cast Iron,36,39,Loam,1,Residential,6,1
1875,24,Cast Iron,27,112,Sand,7,Commercial,9,2
1876,40,Concrete,26,79,Rock,4,Industrial,14,2
1877,35,Cast Iron,38,58,Clay,8,Downtown,9,2
1878,93,Steel,4,119,Loam,3,Residential,10,2
1879,42,Steel,24,112,Clay,10,Downtown,7,2
1880,35,PVC,17,134,Clay,7,Residential,6,2
1881,89,Copper,18,27,Clay,9,Industrial,5,2
1882,82,Concrete,9,105,Loam,2,Industrial,12,2
1883,88,Cast Iron,42,122,Loam,0,Industrial,8,1
1884,95,Steel,40,42,Clay,1,Residential,15,2
1885,26,PVC,27,23,Sand,4,Rural,14,2
1886,63,Copper,10,79,Loam,9,Downtown,0,2
1887,40,PVC,43,81,Sand,2,Rural,1,0
1888,94,Cast Iron,21,100,Rock,5,Industrial,0,2
1889,76,Steel,32,68,Rock,6,Commercial,15,2
1890,20,Concrete,20,32,Loam,8,Residential,10,2
1891,43,Copper,31,147,Clay,7,Industrial,1,2
1892,13,Cast Iron,48,26,Rock,3,Industrial,3,1
1893,88,Steel,27,55,Rock,7,Downtown,15,2
1894,52,Concrete,27,84,Rock,6,Commercial,7,2
1895,79,Steel,38,150,Clay,5,Rural,9,2
1896,41,PVC,44,86,Rock,8,Industrial,3,2
1897,96,PVC,41,118,Rock,8,Residential,11,2
1898,52,Cast Iron,38,146,Sand,1,Rural,14,2
1899,66,PVC,31,137,Clay,4,Residential,4,2
1900,76,Cast Iron,11,94,Clay,8,Rural,9,2
1901,38,Steel,31,97,Loam,6,Downtown,11,2
1902,33,Copper,39,55,Rock,10,Commercial,7,2
1903,51,PVC,11,83,Sand,9,Downtown,15,2
1904,62,Steel,33,36,Sand,9,Downtown,3,2
1905,87,Cast Iron,7,44,Loam,10,Rural,2,2
1906,100,PVC,36,81,Rock,2,Industrial,15,2
1907,65,Concrete,37,58,Loam,10,Commercial,11,2
1908,46,Copper,41,66,Sand,3,Industrial,14,2
1909,57,Cast Iron,22,46,Rock,8,Rural,15,2
1910,83,Cast Iron,31,81,Loam,2,Rural,2,1
1911,92,Cast Iron,29,57,Loam,8,Residential,14,2
1912,35,Steel,11,64,Rock,10,Residential,14,2
1913,83,Cast Iron,11,61,Sand,3,Downtown,8,2
1914,14,Cast Iron,7,92,Clay,4,Residential,14,2
1915,47,Cast Iron,25,47,Sand,9,Commercial,1,2
1916,48,Steel,36,92,Sand,6,Industrial,14,2
1917,61,Cast Iron,8,142,Clay,5,Downtown,1,2
1918,92,Cast Iron,8,140,Rock,8,Rural,14,2
1919,39,Steel,4,49,Clay,2,Commercial,14,2
1920,39,Copper,18,100,Rock,5,Industrial,12,2
1921,63,Cast Iron,26,67,Loam,9,Downtown,7,2
1922,86,PVC,9,132,Rock,2,Industrial,1,1
1923,51,Concrete,46,126,Sand,7,Residential,6,2
1924,2,Concrete,24,55,Sand,2,Industrial,4,1
1925,37,Steel,25,51,Clay,3,Commercial,8,2
1926,15,Copper,7,65,Rock,7,Residential,3,1
1927,47,Steel,45,78,Rock,3,Residential,8,2
1928,78,Concrete,10,136,Rock,4,Commercial,13,2
1929,83,Copper,48,69,Clay,0,Rural,4,0
1930,78,Copper,38,110,Rock,6,Industrial,0,2
1931,46,Copper,11,65,Rock,0,Rural,1,0
1932,2,PVC,45,64,Rock,7,Industrial,11,2
1933,51,Cast Iron,31,126,Loam,3,Residential,15,2
1934,70,Steel,46,95,Rock,9,Commercial,14,2
1935,94,Steel,37,130,Loam,10,Rural,0,2
1936,44,Cast Iron,11,118,Clay,9,Residential,9,2
1937,31,Copper,34,56,Loam,5,Residential,6,1
1938,35,Copper,31,46,Rock,2,Commercial,15,1
1939,46,Concrete,20,122,Sand,5,Industrial,12,2
1940,68,Cast Iron,32,142,Clay,2,Commercial,1,1
1941,72,Cast Iron,30,107,Loam,1,Commercial,2,1
1942,47,Cast Iron,10,29,Clay,1,Rural,11,2
1943,38,Cast Iron,41,23,Loam,2,Industrial,4,1
1944,67,Cast Iron,27,48,Loam,8,Residential,9,2
1945,22,PVC,29,48,Sand,9,Downtown,7,2
1946,1,Copper,10,116,Clay,2,Downtown,9,1
1947,61,Copper,11,28,Sand,0,Rural,12,1
1948,5,Concrete,15,97,Loam,0,Commercial,10,1
1949,40,PVC,32,98,Sand,3,Downtown,0,1
1950,81,Concrete,18,26,Rock,10,Commercial,7,2
1951,23,Cast Iron,39,41,Sand,5,Commercial,15,2
1952,75,Steel,11,116,Rock,7,Downtown,6,2
1953,62,PVC,24,86,Sand,5,Commercial,15,2
1954,65,Concrete,13,55,Sand,0,Downtown,7,1
1955,3,Steel,45,126,Loam,2,Downtown,0,1
1956,48,Concrete,13,74,Loam,7,Residential,11,2
1957,56,Cast Iron,5,135,Loam,0,Rural,12,2
1958,23,Concrete,14,29,Rock,8,Commercial,1,2
1959,84,PVC,37,80,Rock,8,Industrial,0,2
1960,4,Steel,41,119,Clay,10,Commercial,6,2
1961,18,Concrete,19,97,Sand,4,Rural,6,1
1962,22,Concrete,8,37,Sand,1,Rural,2,0
1963,74,Copper,44,112,Loam,1,Industrial,6,1
1964,29,Steel,41,53,Sand,2,Rural,7,1
1965,84,Concrete,4,102,Loam,6,Downtown,14,2
1966,87,Concrete,14,108,Loam,4,Residential,1,1
1967,97,Concrete,43,106,Rock,8,Residential,0,2
1968,1,PVC,47,140,Rock,9,Downtown,3,2
1969,3,Concrete,33,128,Sand,0,Commercial,1,0
1970,85,Concrete,9,132,Rock,8,Rural,1,2
1971,32,Copper,10,123,Loam,10,Residential,7,2
1972,1,Copper,44,117,Sand,6,Commercial,6,1
1973,46,Cast Iron,18,30,Sand,1,Rural,12,1
1974,80,Steel,27,147,Loam,6,Commercial,3,2
1975,76,Copper,25,109,Rock,5,Commercial,1,1
1976,52,Copper,47,103,Clay,9,Downtown,6,2
1977,61,Copper,28,36,Sand,6,Rural,12,2
1978,14,Concrete,46,25,Loam,1,Residential,12,1
1979,96,Copper,32,99,Clay,0,Residential,9,1
1980,41,Copper,20,52,Sand,3,Commercial,11,1
1981,11,Copper,35,116,Sand,8,Rural,0,1
1982,93,Concrete,47,104,Loam,9,Downtown,7,2
1983,62,Copper,19,113,Clay,2,Rural,13,2
1984,21,Cast Iron,48,122,Sand,1,Downtown,8,1
1985,78,Copper,22,37,Sand,8,Residential,1,2
1986,60,Cast Iron,29,33,Loam,10,Downtown,0,2
1987,59,Cast Iron,44,115,Loam,0,Residential,4,1
1988,73,Steel,14,78,Loam,2,Industrial,14,2
1989,85,Steel,9,75,Loam,2,Commercial,2,1
1990,17,Cast Iron,26,35,Rock,6,Commercial,1,2
1991,61,Cast Iron,23,38,Sand,10,Rural,15,2
1992,4,Cast Iron,10,40,Sand,1,Downtown,8,1
1993,14,Concrete,10,103,Loam,0,Downtown,10,1
1994,23,Copper,34,43,Clay,0,Downtown,2,0
1995,78,Concrete,9,28,Loam,4,Rural,7,1
1996,8,Cast Iron,40,140,Loam,8,Residential,2,2
1997,25,Steel,13,131,Loam,9,Downtown,15,2
1998,68,Copper,35,135,Loam,0,Commercial,9,1
1999,91,Copper,12,97,Loam,8,Residential,2,2
2000,68,Concrete,10,146,Sand,4,Rural,7,2
2001,94,PVC,43,133,Rock,3,Rural,13,2
2002,10,PVC,26,115,Rock,10,Industrial,5,2
2003,80,Concrete,36,80,Rock,9,Commercial,15,2
2004,51,Copper,33,129,Loam,0,Industrial,14,1
2005,68,Copper,45,56,Clay,5,Rural,6,2
2006,8,Copper,29,29,Loam,10,Industrial,4,2
2007,68,Concrete,20,80,Rock,9,Downtown,8,2
2008,77,Copper,43,134,Sand,2,Downtown,8,1
2009,26,Steel,8,118,Rock,6,Commercial,6,2
2010,96,Steel,21,27,Sand,6,Downtown,13,2
2011,79,Copper,33,71,Sand,2,Commercial,0,0
2012,28,Copper,20,133,Sand,4,Commercial,6,1
2013,88,Steel,39,38,Rock,9,Industrial,11,2
2014,83,Concrete,33,142,Loam,0,Residential,12,1
2015,84,Copper,12,24,Sand,2,Commercial,14,1
2016,32,Concrete,8,81,Rock,5,Rural,7,2
2017,40,Cast Iron,22,88,Loam,7,Commercial,2,2
2018,91,Cast Iron,16,29,Loam,8,Commercial,9,2
2019,52,PVC,23,137,Rock,0,Commercial,3,0
2020,46,Concrete,29,133,Rock,5,Downtown,4,2
2021,76,Concrete,12,67,Sand,7,Rural,6,2
2022,20,Copper,14,82,Rock,2,Rural,1,0
2023,44,Copper,21,37,Loam,1,Industrial,11,1
2024,23,Steel,37,117,Rock,1,Rural,7,1
2025,23,Cast Iron,30,84,Rock,0,Commercial,12,1
2026,88,PVC,29,48,Clay,2,Downtown,4,1
2027,67,Copper,4,141,Rock,10,Rural,4,2
2028,53,Steel,21,149,Rock,4,Industrial,2,2
2029,27,Copper,45,21,Sand,0,Downtown,14,1
2030,1,Concrete,16,50,Rock,5,Commercial,7,1
2031,49,PVC,45,21,Rock,5,Industrial,12,2
2032,40,Concrete,11,89,Clay,0,Commercial,11,1
2033,2,PVC,22,128,Rock,3,Rural,6,1
2034,20,Concrete,40,148,Clay,8,Rural,6,2
2035,31,Concrete,12,84,Sand,6,Industrial,5,2
2036,55,Copper,44,91,Rock,3,Industrial,9,2
2037,20,Steel,6,20,Clay,5,Commercial,8,2
2038,75,PVC,28,56,Loam,2,Commercial,9,1
2039,63,PVC,44,140,Clay,2,Downtown,11,2
2040,35,Copper,6,133,Sand,2,Downtown,4,1
2041,99,PVC,15,50,Loam,2,Rural,8,1
2042,61,PVC,17,91,Sand,7,Industrial,14,2
2043,91,Steel,35,83,Sand,3,Industrial,6,2
2044,66,Concrete,35,146,Loam,4,Residential,9,2
2045,17,Copper,6,83,Clay,3,Industrial,8,1
2046,99,Copper,9,80,Rock,6,Downtown,0,2
2047,75,PVC,19,84,Rock,3,Industrial,8,2
2048,25,PVC,30,101,Sand,3,Commercial,6,1
2049,43,Cast Iron,23,60,Sand,0,Industrial,12,1
2050,59,Steel,28,139,Clay,10,Residential,9,2
2051,41,Concrete,27,59,Sand,7,Residential,3,2
2052,54,PVC,43,34,Clay,4,Residential,9,2
2053,44,Copper,29,63,Loam,1,Rural,4,0
2054,5,Copper,21,96,Rock,5,Residential,7,1
2055,3,Cast Iron,32,44,Loam,3,Industrial,2,1
2056,65,PVC,9,77,Sand,8,Residential,15,2
2057,31,Copper,39,89,Rock,3,Rural,9,1
2058,46,Copper,25,67,Loam,7,Downtown,10,2
2059,63,Concrete,17,90,Clay,0,Rural,8,1
2060,95,PVC,38,129,Sand,9,Residential,3,2
2061,12,Concrete,22,150,Sand,0,Rural,13,1
2062,84,PVC,16,87,Loam,0,Residential,5,0
2063,5,Cast Iron,32,68,Sand,9,Downtown,2,2
2064,69,Cast Iron,44,141,Rock,2,Downtown,5,2
2065,20,Cast Iron,23,86,Rock,9,Rural,7,2
2066,97,Cast Iron,44,106,Loam,7,Downtown,8,2
2067,36,Copper,4,52,Clay,2,Residential,10,1
2068,57,Copper,41,126,Sand,6,Downtown,13,2
2069,46,Concrete,45,22,Clay,10,Downtown,15,2
2070,64,PVC,40,113,Loam,1,Downtown,13,1
2071,91,Copper,22,62,Rock,9,Residential,11,2
2072,12,Steel,19,59,Loam,10,Commercial,13,2
2073,22,Cast Iron,18,65,Sand,0,Commercial,4,0
2074,33,PVC,35,79,Loam,7,Downtown,1,2
2075,94,Cast Iron,44,108,Loam,4,Industrial,1,2
2076,55,PVC,22,27,Rock,3,Commercial,4,1
2077,28,Cast Iron,18,126,Rock,0,Downtown,7,1
2078,52,PVC,28,57,Rock,3,Industrial,8,1
2079,34,Steel,37,48,Rock,2,Downtown,11,2
2080,99,Copper,26,62,Loam,7,Commercial,9,2
2081,74,Copper,25,56,Loam,1,Residential,14,1
2082,33,Copper,37,148,Sand,2,Commercial,3,1
2083,64,Concrete,37,79,Rock,6,Rural,14,2
2084,96,Cast Iron,42,21,Loam,5,Commercial,7,2
2085,4,PVC,40,57,Loam,3,Industrial,0,0
2086,56,Concrete,36,24,Rock,6,Rural,10,2
2087,45,PVC,37,145,Sand,9,Downtown,15,2
2088,7,PVC,7,60,Loam,4,Downtown,9,1
2089,14,Cast Iron,27,58,Rock,7,Downtown,9,2
2090,87,Concrete,6,148,Clay,5,Industrial,11,2
2091,59,PVC,12,123,Sand,3,Commercial,3,1
2092,91,Copper,37,21,Loam,7,Downtown,3,2
2093,65,Copper,46,49,Loam,1,Rural,1,0
2094,81,Cast Iron,19,117,Rock,6,Industrial,3,2
2095,15,Steel,25,66,Clay,4,Downtown,7,2
2096,18,Cast Iron,12,147,Clay,1,Commercial,11,2
2097,79,PVC,24,89,Sand,8,Commercial,14,2
2098,4,PVC,45,90,Loam,5,Commercial,2,1
2099,64,Steel,13,44,Rock,7,Industrial,7,2
2100,72,Cast Iron,31,102,Loam,8,Residential,7,2
2101,43,Cast Iron,16,34,Clay,9,Industrial,5,2
2102,7,Steel,12,70,Rock,9,Commercial,10,2
2103,2,Concrete,27,71,Sand,9,Residential,14,2
2104,57,PVC,39,116,Loam,4,Downtown,0,1
2105,26,PVC,21,71,Loam,10,Residential,5,2
2106,39,Concrete,22,52,Sand,1,Industrial,13,1
2107,26,Steel,9,107,Loam,9,Downtown,15,2
2108,86,Concrete,21,99,Loam,3,Residential,15,2
2109,50,Cast Iron,20,85,Clay,7,Commercial,10,2
2110,100,PVC,33,95,Loam,10,Downtown,1,2
2111,5,Copper,31,97,Rock,8,Rural,10,2
2112,9,Copper,8,25,Loam,3,Downtown,10,1
2113,75,Copper,28,53,Loam,1,Rural,2,0
2114,55,Steel,32,45,Clay,10,Industrial,15,2
2115,31,Concrete,28,99,Rock,7,Commercial,9,2
2116,98,Copper,45,111,Rock,1,Residential,0,0
2117,97,PVC,27,23,Sand,9,Downtown,8,2
2118,40,Steel,6,42,Sand,1,Residential,7,1
2119,14,PVC,4,68,Loam,4,Downtown,0,1
2120,48,Concrete,7,60,Sand,9,Commercial,13,2
2121,29,Copper,23,52,Rock,2,Downtown,0,0
2122,23,PVC,15,118,Rock,9,Industrial,11,2
2123,100,PVC,26,44,Rock,10,Industrial,11,2
2124,36,Copper,29,75,Rock,4,Rural,4,1
2125,43,Copper,37,84,Sand,8,Downtown,14,2
2126,58,PVC,6,64,Rock,8,Commercial,12,2
2127,59,Cast Iron,37,101,Clay,10,Residential,1,2
2128,6,PVC,18,113,Sand,1,Rural,2,0
2129,23,Cast Iron,9,53,Sand,6,Industrial,13,2
2130,62,Copper,34,81,Sand,2,Industrial,5,1
2131,17,PVC,32,82,Sand,0,Downtown,13,1
2132,23,Copper,9,41,Sand,3,Residential,2,0
2133,92,Steel,22,94,Rock,5,Industrial,0,2
2134,22,Copper,14,150,Sand,8,Commercial,13,2
2135,69,Concrete,9,133,Clay,2,Residential,1,1
2136,64,PVC,19,78,Clay,0,Industrial,10,1
2137,77,Copper,37,103,Rock,5,Industrial,0,1
2138,33,PVC,27,51,Loam,10,Residential,10,2
2139,9,Steel,15,26,Rock,1,Industrial,14,1
2140,63,Concrete,48,55,Clay,1,Residential,4,1
2141,61,PVC,24,102,Rock,4,Downtown,6,2
2142,84,PVC,27,60,Rock,1,Industrial,9,1
2143,84,Copper,48,76,Rock,4,Rural,4,1
2144,18,Steel,25,137,Clay,5,Downtown,1,2
2145,12,Concrete,37,45,Loam,0,Commercial,5,0
2146,73,Copper,34,118,Rock,0,Rural,7,1
2147,59,Cast Iron,30,142,Rock,9,Industrial,9,2
2148,35,Cast Iron,13,58,Clay,4,Rural,9,2
2149,87,Concrete,26,116,Clay,6,Downtown,11,2
2150,66,Concrete,18,121,Rock,7,Industrial,8,2
2151,41,Cast Iron,11,118,Rock,0,Downtown,8,1
2152,12,Cast Iron,47,134,Rock,8,Residential,11,2
2153,20,Steel,27,49,Clay,10,Downtown,13,2
2154,8,Steel,7,79,Rock,1,Commercial,7,1
2155,92,Concrete,6,102,Loam,8,Industrial,2,2
2156,38,PVC,32,126,Rock,9,Residential,4,2
2157,63,Steel,23,124,Loam,0,Industrial,15,2
2158,59,Steel,6,36,Rock,4,Industrial,7,2
2159,95,Concrete,15,28,Loam,4,Industrial,3,1
2160,11,Steel,29,137,Clay,0,Industrial,15,2
2161,36,Concrete,12,96,Sand,8,Downtown,1,2
2162,84,Cast Iron,21,106,Loam,9,Industrial,1,2
2163,97,Steel,18,143,Sand,6,Residential,0,2
2164,3,Copper,39,49,Loam,9,Industrial,13,2
2165,13,Steel,46,28,Loam,5,Commercial,7,1
2166,45,Cast Iron,16,30,Sand,5,Residential,4,2
2167,49,Steel,36,132,Rock,9,Residential,9,2
2168,64,Copper,25,30,Rock,6,Downtown,9,2
2169,5,Steel,28,68,Rock,7,Residential,15,2
2170,85,Steel,18,106,Sand,7,Downtown,14,2
2171,75,Steel,6,26,Loam,9,Rural,15,2
2172,76,Copper,11,64,Clay,4,Residential,6,2
2173,92,Concrete,9,30,Rock,0,Downtown,5,1
2174,49,Steel,21,45,Clay,0,Downtown,10,1
2175,76,Concrete,46,25,Rock,0,Commercial,0,0
2176,53,Cast Iron,12,101,Sand,3,Industrial,11,2
2177,85,PVC,24,116,Rock,0,Downtown,2,1
2178,30,PVC,22,141,Clay,4,Downtown,2,1
2179,93,Steel,47,53,Loam,8,Industrial,9,2
2180,12,PVC,33,90,Rock,5,Commercial,2,1
2181,74,Cast Iron,19,90,Sand,6,Commercial,3,2
2182,22,Steel,40,148,Clay,2,Industrial,2,1
2183,14,Concrete,18,110,Rock,8,Industrial,13,2
2184,50,Cast Iron,42,53,Loam,6,Commercial,15,2
2185,93,PVC,23,34,Rock,3,Residential,8,1
2186,36,Cast Iron,39,86,Sand,5,Commercial,15,2
2187,60,Concrete,20,113,Rock,4,Downtown,14,2
2188,45,Copper,32,139,Loam,8,Industrial,3,2
2189,19,Cast Iron,5,145,Rock,1,Rural,12,2
2190,27,Copper,24,41,Clay,5,Residential,7,2
2191,16,Copper,29,131,Rock,0,Commercial,3,0
2192,76,Steel,31,43,Clay,6,Rural,0,2
2193,8,Steel,25,90,Clay,9,Industrial,9,2
2194,78,PVC,19,126,Sand,1,Rural,2,0
2195,67,Concrete,4,144,Clay,10,Residential,6,2
2196,10,PVC,8,147,Rock,7,Commercial,4,2
2197,42,Cast Iron,18,114,Sand,9,Downtown,15,2
2198,39,Copper,44,125,Sand,1,Industrial,10,1
2199,67,Steel,16,122,Loam,0,Commercial,11,1
2200,51,Cast Iron,36,63,Rock,7,Industrial,0,2
2201,60,Concrete,6,137,Rock,4,Downtown,11,2
2202,98,Cast Iron,27,20,Loam,6,Rural,9,2
2203,21,Steel,28,77,Sand,5,Residential,0,1
2204,34,Copper,15,22,Sand,6,Commercial,11,2
2205,39,Steel,7,108,Loam,2,Downtown,6,1
2206,3,PVC,16,110,Sand,6,Industrial,11,2
2207,35,Steel,35,51,Loam,10,Commercial,4,2
2208,62,Copper,23,102,Clay,1,Downtown,15,2
2209,94,Copper,38,86,Sand,3,Residential,7,1
2210,51,Copper,15,78,Sand,2,Downtown,5,1
2211,31,Copper,37,147,Loam,0,Commercial,15,1
2212,37,Concrete,7,22,Rock,0,Downtown,12,1
2213,70,Steel,36,105,Rock,1,Downtown,10,2
2214,90,Cast Iron,5,24,Loam,3,Rural,11,2
2215,34,Cast Iron,43,101,Clay,8,Rural,3,2
2216,39,Concrete,43,37,Sand,6,Residential,11,2
2217,63,Cast Iron,45,40,Sand,1,Industrial,5,1
2218,77,PVC,33,28,Loam,2,Industrial,9,1
2219,75,Concrete,25,74,Sand,1,Industrial,2,1
2220,67,PVC,24,72,Clay,9,Commercial,14,2
2221,2,Concrete,41,41,Loam,8,Residential,14,2
2222,100,PVC,40,91,Rock,9,Residential,0,2
2223,80,Steel,9,141,Rock,9,Downtown,13,2
2224,35,Steel,27,143,Loam,10,Commercial,11,2
2225,3,Copper,43,59,Sand,7,Industrial,2,1
2226,17,PVC,7,127,Rock,0,Commercial,0,0
2227,57,Concrete,8,119,Rock,10,Industrial,0,2
2228,3,Concrete,35,43,Rock,0,Rural,4,0
2229,5,Copper,48,43,Sand,4,Commercial,0,0
2230,75,Cast Iron,38,24,Loam,6,Commercial,15,2
2231,93,Cast Iron,24,60,Sand,10,Commercial,8,2
2232,49,PVC,47,148,Clay,5,Downtown,5,2
2233,51,PVC,17,129,Loam,6,Commercial,2,1
2234,19,Steel,38,124,Rock,10,Commercial,7,2
2235,74,Cast Iron,17,126,Clay,8,Commercial,5,2
2236,2,Copper,35,120,Loam,10,Downtown,2,2
2237,26,Concrete,36,137,Clay,8,Industrial,13,2
2238,24,Steel,18,46,Rock,3,Commercial,3,1
2239,9,PVC,12,70,Clay,1,Downtown,14,1
2240,43,Copper,18,56,Loam,2,Industrial,6,1
2241,60,Steel,37,79,Sand,4,Industrial,8,2
2242,82,Concrete,34,85,Clay,6,Commercial,6,2
2243,89,Copper,34,142,Sand,0,Industrial,9,1
2244,11,Concrete,15,120,Rock,2,Residential,3,1
2245,51,PVC,41,45,Loam,2,Rural,11,1
2246,71,Concrete,41,66,Loam,6,Downtown,8,2
2247,57,Cast Iron,18,59,Clay,0,Commercial,10,1
2248,96,Concrete,20,141,Clay,5,Industrial,2,2
2249,59,Concrete,41,39,Clay,5,Residential,4,2
2250,100,Concrete,38,98,Sand,3,Rural,9,2
2251,72,PVC,16,28,Clay,3,Commercial,12,2
2252,20,Concrete,36,83,Clay,3,Commercial,6,1
2253,46,Steel,48,55,Clay,9,Industrial,10,2
2254,35,Copper,9,135,Loam,2,Rural,13,1
2255,62,PVC,6,108,Rock,9,Residential,8,2
2256,8,PVC,32,128,Clay,8,Downtown,12,2
2257,65,Copper,10,147,Sand,2,Residential,12,2
2258,87,PVC,14,38,Clay,7,Downtown,14,2
2259,7,PVC,26,103,Sand,2,Rural,12,1
2260,41,Copper,9,76,Sand,5,Rural,11,2
2261,1,PVC,8,22,Clay,4,Industrial,11,2
2262,20,Steel,19,57,Clay,6,Downtown,1,2
2263,73,Steel,19,60,Clay,1,Downtown,3,1
2264,79,Cast Iron,44,31,Rock,0,Downtown,12,2
2265,26,Cast Iron,7,130,Loam,5,Industrial,5,2
2266,68,Steel,42,136,Rock,9,Residential,0,2
2267,30,Steel,47,98,Sand,2,Industrial,11,2
2268,60,PVC,31,54,Sand,7,Commercial,10,2
2269,86,PVC,44,106,Rock,7,Industrial,2,2
2270,88,Copper,26,111,Sand,4,Residential,15,2
2271,99,PVC,16,89,Sand,7,Industrial,3,2
2272,67,Steel,14,147,Sand,2,Rural,2,1
2273,92,Steel,32,126,Sand,10,Residential,6,2
2274,52,Copper,9,32,Rock,3,Rural,8,1
2275,41,PVC,11,40,Sand,3,Residential,15,2
2276,52,PVC,16,132,Sand,5,Rural,3,1
2277,64,Steel,15,84,Sand,6,Downtown,7,2
2278,77,Cast Iron,8,147,Loam,5,Downtown,12,2
2279,78,Copper,14,24,Rock,0,Rural,0,0
2280,39,Cast Iron,23,131,Rock,8,Commercial,3,2
2281,48,Cast Iron,27,78,Clay,3,Rural,7,2
2282,80,Copper,37,107,Clay,3,Commercial,15,2
2283,83,PVC,26,110,Clay,1,Commercial,11,1
2284,86,Concrete,21,67,Clay,10,Downtown,1,2
2285,50,Steel,20,147,Sand,7,Industrial,5,2
2286,38,Steel,35,90,Sand,8,Rural,3,2
2287,38,Cast Iron,14,89,Clay,1,Rural,11,2
2288,5,Copper,28,23,Loam,7,Commercial,12,2
2289,69,Copper,10,90,Loam,0,Rural,0,0
2290,8,Copper,35,116,Clay,2,Industrial,8,1
2291,56,Cast Iron,24,70,Sand,2,Downtown,9,2
